Cluster numberAM{HH1}AM,Household numberAM{HH2}AM,Interviewer numberAM{HH3}AM,Supervisor numberAM{HH4}AM,Day of interviewAM{HH5D}AM,Month of interviewAM{HH5M}AM,Year of interviewAM{HH5Y}AM,AreaAM{HH6}AM,Result of HH interviewAM{HH9}AM,Respondent to HH questionnaireAM{HH10}AM,Number of HH membersAM{HH11}AM,Number of women 15 - 49 yearsAM{HH12}AM,Number of woman' questionnaires completedAM{HH13}AM,Number of children under age 5AM{HH14}AM,Number of under - 5 questionnaires completedAM{HH15}AM,Field editorAM{HH16}AM,Data entry clerkAM{HH17}AM,Start of interview - HourAM{HH18H}AM,Start of interview - MinutesAM{HH18M}AM,End of interview - HourAM{HH19H}AM,End of interview - MinutesAM{HH19M}AM,Main source of drinking waterAM{WS1}AM,Main source of water used for other purposes (if bottled watAM{WS2}AM,Location of the water sourceAM{WS3}AM,Time (in minutes) to get water and come backAM{WS4}AM,Person collecting waterAM{WS5}AM,Treat water to make safer for drinkingAM{WS6}AM,Water treatment: BoilAM{WS7A}AM,Water treatment: Add bleach/chlorineAM{WS7B}AM,Water treatment: Strain it through a clothAM{WS7C}AM,Water treatment: Use water filterAM{WS7D}AM,Water treatment: Solar disinfectionAM{WS7E}AM,Water treatment: Let it stand and settleAM{WS7F}AM,Water treatment: OtherAM{WS7X}AM,Water treatment: DKAM{WS7Z}AM,Type of toilet facilityAM{WS8}AM,Toilet facility sharedAM{WS9}AM,Toilet shared with other household or with general publicAM{WS10}AM,Households using this toilet facilityAM{WS11}AM,Religion of household headAM{HC1A}AM,Denomination of household headAM{HC1B}AM,Ethnic group of household headAM{HC1C}AM,Number of rooms used for sleepingAM{HC2}AM,Main material of floorAM{HC3}AM,Main material of roofAM{HC4}AM,Main material of exterior wallAM{HC5}AM,Type of fuel using for cookingAM{HC6}AM,Cooking locationAM{HC7}AM,ElectricityAM{HC8A}AM,RadioAM{HC8B}AM,TelevisionAM{HC8C}AM,Non-mobile phoneAM{HC8D}AM,RefrigeratorAM{HC8E}AM,ChairAM{HC8F}AM,TableAM{HC8G}AM,SofaAM{HC8H}AM,Kitchen Cupboard/CabinetAM{HC8I}AM,HC8JAM{HC8J}AM,Gas/Electric StoveAM{HC8K}AM,Microwave OvenAM{HC8L}AM,Air Conditioner/ CoolerAM{HC8M}AM,HC8NAM{HC8N}AM,Washing MachineAM{HC8O}AM,DryerAM{HC8P}AM,DishwasherAM{HC8Q}AM,Water HeaterAM{HC8R}AM,WatchAM{HC9A}AM,Mobile telephoneAM{HC9B}AM,BicycleAM{HC9C}AM,Motorcycle or scooterAM{HC9D}AM,Animal-drawn cartAM{HC9E}AM,Car or truckAM{HC9F}AM,Boat with motorAM{HC9G}AM,Household owns the dwellingAM{HC10}AM,Any household member own land that can be used for agricultuAM{HC11}AM,Measuring Unit (1 Hectares 2 Acres)AM{HC12U}AM,Hectares of agricultural land members of household ownsAM{HC12A}AM,Acres of agricultural land members of the household ownsAM{HC12B}AM,Sq ChainsAM{HC12C}AM,Household own any animalsAM{HC13}AM,"Cattle, milk cows, or bullsAM{HC14A}AM","Horses, donkeys, or mulesAM{HC14B}AM",GoatsAM{HC14C}AM,SheepAM{HC14D}AM,ChickensAM{HC14E}AM,HC14FAM{HC14F}AM,Any household member own bank accountAM{HC15}AM,Total children aged 2-14 yearsAM{CD6}AM,Rank number of the selected childAM{CD8}AM,Child line numberAM{CD9}AM,Flag for correct child line numberAM{CDFLAG}AM,Took away privilegesAM{CD11}AM,Explained why behaviour was wrongAM{CD12}AM,Shook childAM{CD13}AM,"Shouted, yelled or screamed at childAM{CD14}AM",Gave child something else to doAM{CD15}AM,"Spanked, hit or slapped child on bottom with bare handAM{CD16}AM","Hit child on the bottom or elsewhere with belt, brush, stickAM{CD17}AM","Called child dumb, lazy or another nameAM{CD18}AM","Hit or slapped child on the face, head or earsAM{CD19}AM","Hit or slapped child on the hand, arm or legAM{CD20}AM",Beat child up as hard as one couldAM{CD21}AM,Isolated childAM{CD21A}AM,Child needs to be physically punished to be brought up propeAM{CD22}AM,Place where household members most often wash their handsAM{HW1}AM,Water available at the place for handwashingAM{HW2}AM,Bar soapAM{HW3A}AM,Detergent (Powder / Liquid / Paste)AM{HW3B}AM,Liquid soapAM{HW3C}AM,Ash / Mud / SandAM{HW3E}AM,NoneAM{HW3Y}AM,Soap/other material available for washing handsAM{HW4}AM,Bar soapAM{HW5A}AM,Detergent (Powder / Liquid / Paste)AM{HW5B}AM,Liquid soapAM{HW5C}AM,Ash / Mud / SandAM{HW5D}AM,Not able / Does not want to showAM{HW5Y}AM,Sex of household headAM{HHSEX}AM,Household sample weightAM{hhweight}AM,Education of household headAM{helevel}AM,ParishAM{HH1A}AM,AreaAM{HH6A}AM,RegionAM{HH6B}AM,Wealth index scoreAM{wscore}AM,Wealth index quintilesAM{windex5}AM,Primary sampling unitAM{PSU}AM,stratumAM{stratum}AM
322.0,4.0,2818.0,3004.0,4.0,1.0,2011.0,KMA,Completed,1.0,1.0,0.0,0.0,0.0,0.0,5.0,3.0,9.0,24.0,9.0,35.0,Piped into dwelling,,,,,No,,,,,,,,,Pit latrine with slab,Yes,Other households only (not public),3.0,No religion,,Missing,1.0,Cement,Metal,Covered adobe,Liquefied Petroleum Gas (LPG),,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No,Missing,Yes,Yes,No,No,No,No,Other (not owned or rented),No,,,,,No,,,,,,,Yes,,,,,,,,,,,,,,,,,,No permission to see,,,,,,,Yes,,Detergent (Powder / Liquid / Paste),,,,Male,0.8158945181041426,Secondary,14.0,Urban,  KMA,-1.075261055268878,Poorest,322.0,314.0
322.0,5.0,4064.0,3004.0,3.0,1.0,2011.0,KMA,Completed,1.0,4.0,0.0,0.0,0.0,0.0,5.0,3.0,9.0,15.0,9.0,54.0,Piped into dwelling,,,,,Yes,Boil,Add bleach / chlorine,,,,,,,Flush to pit (latrine),No,,,No religion,,Negro,4.0,Ceramic tiles,Metal,Cement blocks,Liquefied Petroleum Gas (LPG),,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,Yes,No,Own,No,,,,,No,,,,,,,Yes,,,,,,,,,,,,,,,,,,Observed,Water is available,Bar soap,,,,,,,,,,,Male,0.8158945181041426,Tertiary,14.0,Urban,  KMA,0.058306915678019,Middle,322.0,314.0
322.0,6.0,4064.0,3004.0,3.0,1.0,2011.0,KMA,Completed,2.0,2.0,1.0,1.0,0.0,0.0,5.0,3.0,9.0,20.0,9.0,35.0,Piped into dwelling,,,,,Yes,Boil,,,,,,,,Flush to pit (latrine),No,,,Christianity,Traditional Churches,Negro,1.0,Ceramic tiles,Metal,Plywood,Liquefied Petroleum Gas (LPG),,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Other (not owned or rented),No,,,,,No,,,,,,,Yes,,,,,,,,,,,,,,,,,,Not in dwelling/plot/yard,,,,,,,Yes,,,,,Not able / Does not want to show,Male,0.8158945181041426,None/Primary,14.0,Urban,  KMA,0.527966460088886,Fourth,322.0,314.0
322.0,7.0,2716.0,3004.0,3.0,1.0,2011.0,KMA,Entire household absent for extended time,,,,,,,5.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,14.0,Urban,  KMA,0.0,0.0,322.0,314.0
322.0,8.0,4064.0,3004.0,3.0,1.0,2011.0,KMA,Completed,1.0,4.0,3.0,3.0,1.0,1.0,5.0,3.0,13.0,38.0,13.0,59.0,Piped into dwelling,,,,,Yes,Boil,,,,,,,,Flush to pit (latrine),No,,,Christianity,Traditional Churches,Negro,3.0,Ceramic tiles,Metal,Cement blocks,Liquefied Petroleum Gas (LPG),,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,Rent,No,,,,,No,,,,,,,Yes,1.0,1.0,4.0,Correct child selected,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Observed,Water is available,Bar soap,,Liquid soap,,,,,,,,,Female,0.8158945181041426,Tertiary,14.0,Urban,  KMA,0.5264737321361344,Fourth,322.0,314.0
322.0,9.0,4066.0,3004.0,4.0,1.0,2011.0,KMA,Completed,1.0,1.0,0.0,0.0,0.0,0.0,5.0,3.0,8.0,35.0,9.0,40.0,Piped into dwelling,,,,,No,,,,,,,,,Flush to pit (latrine),No,,,No religion,,Negro,1.0,Ceramic tiles,Metal,Cement blocks,Liquefied Petroleum Gas (LPG),,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,Own,Yes,Acres and Sq. Chains,,3.0,0.0,No,,,,,,,Yes,,,,,,,,,,,,,,,,,,No permission to see,,,,,,,Yes,,,,,Not able / Does not want to show,Female,0.8158945181041426,Tertiary,14.0,Urban,  KMA,0.865924198911493,Fourth,322.0,314.0
322.0,10.0,4064.0,3004.0,3.0,1.0,2011.0,KMA,Completed,3.0,4.0,1.0,1.0,1.0,1.0,5.0,3.0,10.0,18.0,10.0,39.0,Piped into dwelling,,,,,Yes,Boil,,,,,,,,Flush to pit (latrine),No,,,Christianity,Other,Mixed,2.0,Wood planks,Metal,Cement blocks,Liquefied Petroleum Gas (LPG),,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Yes,No,Own,No,,,,,No,,,,,,,Yes,1.0,1.0,4.0,Correct child selected,No,Yes,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Not in dwelling/plot/yard,,,,,,,Yes,Bar soap,,Liquid soap,,,Male,0.8158945181041426,Secondary,14.0,Urban,  KMA,0.7966351390263643,Fourth,322.0,314.0
322.0,11.0,2818.0,3004.0,3.0,1.0,2011.0,KMA,Completed,1.0,1.0,0.0,0.0,0.0,0.0,5.0,3.0,10.0,30.0,10.0,41.0,Piped into dwelling,,,,,No,,,,,,,,,Flush to pit (latrine),No,,,Christianity,Church of God,Negro,1.0,Ceramic tiles,Metal,Cement blocks,Liquefied Petroleum Gas (LPG),,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,Rent,No,,,,,No,,,,,,,Missing,,,,,,,,,,,,,,,,,,No permission to see,,,,,,,Yes,,Detergent (Powder / Liquid / Paste),,,,Female,0.8158945181041426,Secondary,14.0,Urban,  KMA,0.37591048426605544,Middle,322.0,314.0
322.0,12.0,2716.0,3004.0,4.0,1.0,2011.0,KMA,Entire household absent for extended time,,,,,,,5.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,14.0,Urban,  KMA,0.0,0.0,322.0,314.0
322.0,13.0,2716.0,3004.0,3.0,1.0,2011.0,KMA,Other,,,,,,,5.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,14.0,Urban,  KMA,0.0,0.0,322.0,314.0
322.0,14.0,2716.0,3004.0,3.0,1.0,2011.0,KMA,Completed,2.0,4.0,1.0,1.0,1.0,1.0,5.0,3.0,9.0,46.0,10.0,0.0,Piped into dwelling,,,,,Yes,Boil,,,,,,,,Flush to pit (latrine),No,,,Christianity,Traditional Churches,Negro,4.0,Ceramic tiles,Metal,Cement blocks,Liquefied Petroleum Gas (LPG),,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,No,Own,No,,,,,No,,,,,,,Yes,1.0,1.0,4.0,Correct child selected,No,Yes,Yes,No,No,Yes,No,No,No,Yes,No,No,No,Observed,Water is available,Bar soap,,Liquid soap,,,,,,,,,Male,0.8158945181041426,None/Primary,14.0,Urban,  KMA,0.9398263370311197,Fourth,322.0,314.0
322.0,15.0,4066.0,3004.0,3.0,1.0,2011.0,KMA,Completed,1.0,6.0,2.0,2.0,0.0,0.0,5.0,3.0,10.0,50.0,11.0,30.0,Piped into dwelling,,,,,Yes,,,,,,Let it stand and settle,,,Flush to pit (latrine),No,,,No religion,,Negro,3.0,Ceramic tiles,Metal,Cement blocks,Liquefied Petroleum Gas (LPG),,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Own,No,,,,,No,,,,,,,Yes,2.0,2.0,5.0,Correct child selected,Yes,Yes,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No permission to see,,,,,,,Yes,Bar soap,,,Ash / Mud / Sand,,Female,0.8158945181041426,Secondary,14.0,Urban,  KMA,1.0694053588821704,Richest,322.0,314.0
322.0,16.0,2818.0,3004.0,3.0,1.0,2011.0,KMA,Completed,1.0,2.0,0.0,0.0,0.0,0.0,5.0,3.0,10.0,55.0,11.0,7.0,Piped into dwelling,,,,,Yes,Boil,,,,,,,,Flush to pit (latrine),No,,,Christianity,Seventh Day,Negro,1.0,Ceramic tiles,Metal,Cement blocks,Liquefied Petroleum Gas (LPG),,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,No,Own,No,,,,,No,,,,,,,Yes,,,,,,,,,,,,,,,,,,Observed,Water is available,Bar soap,,Liquid soap,E,,,,,,,,Male,0.8158945181041426,None/Primary,14.0,Urban,  KMA,1.0591844443389415,Richest,322.0,314.0
322.0,17.0,2818.0,3004.0,3.0,1.0,2011.0,KMA,Completed,2.0,2.0,1.0,1.0,0.0,0.0,5.0,3.0,11.0,14.0,11.0,24.0,Piped into dwelling,,,,,Yes,Boil,Add bleach / chlorine,,,,,,,Flush to pit (latrine),No,,,Christianity,Seventh Day,Negro,6.0,Ceramic tiles,Metal,Cement blocks,Liquefied Petroleum Gas (LPG),,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,No,Yes,No,Own,Yes,Acres and Sq. Chains,,15.0,0.0,No,,,,,,,Yes,,,,,,,,,,,,,,,,,,Observed,Water is available,Bar soap,,Liquid soap,E,,,,,,,,Male,0.8158945181041426,Tertiary,14.0,Urban,  KMA,0.798297051799568,Fourth,322.0,314.0
322.0,18.0,2716.0,3004.0,3.0,1.0,2011.0,KMA,Completed,2.0,3.0,0.0,0.0,0.0,0.0,5.0,3.0,13.0,34.0,13.0,47.0,Piped into dwelling,,,,,Yes,Boil,,,,,,,,Flush to pit (latrine),No,,,Christianity,Traditional Churches,Negro,Missing,Ceramic tiles,Metal,Cement,Charcoal,In a separate building,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Other (not owned or rented),No,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,No permission to see,,,,,,,Yes,Bar soap,Detergent (Powder / Liquid / Paste),,,,Male,0.8158945181041426,None/Primary,14.0,Urban,  KMA,-0.22530597070401126,Second,322.0,314.0
322.0,19.0,2818.0,3004.0,4.0,1.0,2011.0,KMA,Completed,1.0,3.0,2.0,1.0,1.0,1.0,5.0,3.0,8.0,50.0,9.0,4.0,Piped into dwelling,,,,,No,,,,,,,,,Flush to pit (latrine),No,,,Christianity,Other,Mixed,3.0,Ceramic tiles,Metal,Cement blocks,Liquefied Petroleum Gas (LPG),,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,Rent,No,,,,,No,,,,,,,Yes,1.0,1.0,3.0,Correct child selected,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes,No,No,No,Observed,Water is available,Bar soap,,,E,,,,,,,,Female,0.8158945181041426,Secondary,14.0,Urban,  KMA,0.6605243550969278,Fourth,322.0,314.0
322.0,20.0,4066.0,3004.0,3.0,1.0,2011.0,KMA,Completed,4.0,4.0,2.0,2.0,0.0,0.0,5.0,3.0,12.0,10.0,12.0,19.0,Piped into dwelling,,,,,Yes,Boil,,,,,,,,Flush to pit (latrine),No,,,Christianity,Other,Negro,3.0,Ceramic tiles,Cement,Cement blocks,Liquefied Petroleum Gas (LPG),,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,Own,No,,,,,No,,,,,,,Yes,,,,,,,,,,,,,,,,,,No permission to see,,,,,,,Yes,,,,,Not able / Does not want to show,Male,0.8158945181041426,None/Primary,14.0,Urban,  KMA,1.4723499440349743,Richest,322.0,314.0
323.0,1.0,3119.0,4010.0,6.0,2.0,2011.0,KMA,Completed,2.0,3.0,1.0,1.0,0.0,0.0,6.0,2.0,14.0,45.0,14.0,55.0,Piped into dwelling,,,,,No,,,,,,,,,Flush to piped sewer system,No,,,Christianity,Church of God,Negro,2.0,Ceramic tiles,Metal,Cement blocks,Liquefied Petroleum Gas (LPG),,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Yes,No,No,No,Yes,No,Rent,No,,,,,No,,,,,,,Missing,1.0,1.0,3.0,Correct child selected,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No permission to see,,,,,,,Yes,,,Liquid soap,,,Male,1.762209708737845,Secondary,14.0,Urban,  KMA,0.8783207513902189,Fourth,323.0,314.0
323.0,2.0,3119.0,4010.0,19.0,2.0,2011.0,KMA,Dwelling vacant / Address not a dwelling,,,,,,,6.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,14.0,Urban,  KMA,0.0,0.0,323.0,314.0
323.0,3.0,3119.0,4010.0,19.0,2.0,2011.0,KMA,Dwelling vacant / Address not a dwelling,,,,,,,6.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,14.0,Urban,  KMA,0.0,0.0,323.0,314.0
323.0,4.0,3119.0,4010.0,19.0,2.0,2011.0,KMA,Completed,2.0,4.0,3.0,3.0,0.0,0.0,6.0,2.0,14.0,5.0,14.0,15.0,"Piped into compound, yard or plot",,,,,No,,,,,,,,,Flush to piped sewer system,No,,,Christianity,Traditional Churches,Negro,2.0,Ceramic tiles,Cement,Cement blocks,Liquefied Petroleum Gas (LPG),,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,No,Yes,No,Own,No,,,,,No,,,,,,,Yes,,,,,,,,,,,,,,,,,,No permission to see,,,,,,,Yes,Bar soap,,,,,Male,1.762209708737845,Tertiary,14.0,Urban,  KMA,0.8181969429750002,Fourth,323.0,314.0
323.0,5.0,3119.0,4010.0,19.0,2.0,2011.0,KMA,Dwelling vacant / Address not a dwelling,,,,,,,6.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,14.0,Urban,  KMA,0.0,0.0,323.0,314.0
323.0,6.0,3119.0,4010.0,19.0,2.0,2011.0,KMA,Completed,1.0,1.0,0.0,0.0,0.0,0.0,6.0,2.0,14.0,35.0,14.0,45.0,Piped into dwelling,,,,,No,,,,,,,,,Flush to piped sewer system,No,,,No religion,,Negro,2.0,Ceramic tiles,Metal,Cement blocks,No food cooked in household,,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Yes,No,No,No,Yes,No,Rent,No,,,,,No,,,,,,,Yes,,,,,,,,,,,,,,,,,,No permission to see,,,,,,,Yes,Bar soap,,,,,Male,1.762209708737845,Tertiary,14.0,Urban,  KMA,0.6939206085765386,Fourth,323.0,314.0
323.0,7.0,3119.0,4010.0,19.0,2.0,2011.0,KMA,Completed,1.0,3.0,1.0,1.0,0.0,0.0,6.0,2.0,14.0,40.0,14.0,52.0,Piped into dwelling,,,,,No,,,,,,,,,Flush to piped sewer system,No,,,Christianity,Other,Missing,2.0,Ceramic tiles,Metal,Cement blocks,Liquefied Petroleum Gas (LPG),,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,No,Rent,No,,,,,No,,,,,,,Yes,1.0,1.0,3.0,Correct child selected,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Observed,Water is available,Bar soap,,,,,,,,,,,Female,1.762209708737845,Tertiary,14.0,Urban,  KMA,0.7125815732597741,Fourth,323.0,314.0
323.0,8.0,3119.0,4010.0,19.0,2.0,2011.0,KMA,Completed,1.0,1.0,0.0,0.0,0.0,0.0,6.0,2.0,16.0,5.0,16.0,15.0,Piped into dwelling,,,,,No,,,,,,,,,Flush to piped sewer system,No,,,No religion,,Negro,2.0,Ceramic tiles,Metal,Cement blocks,Liquefied Petroleum Gas (LPG),,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,Yes,No,Rent,No,,,,,No,,,,,,,Yes,,,,,,,,,,,,,,,,,,No permission to see,,,,,,,Yes,Bar soap,,,,,Male,1.762209708737845,Secondary,14.0,Urban,  KMA,0.7235918803079107,Fourth,323.0,314.0
323.0,9.0,3119.0,4010.0,19.0,2.0,2011.0,KMA,Completed,1.0,2.0,1.0,1.0,0.0,0.0,6.0,2.0,15.0,35.0,15.0,45.0,Piped into dwelling,,,,,No,,,,,,,,,Flush to piped sewer system,No,,,No religion,,Negro,2.0,Ceramic tiles,Metal,Cement blocks,Liquefied Petroleum Gas (LPG),,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,Rent,No,,,,,No,,,,,,,Yes,,,,,,,,,,,,,,,,,,No permission to see,,,,,,,Yes,Bar soap,,,,,Female,1.762209708737845,Secondary,14.0,Urban,  KMA,0.728178951054213,Fourth,323.0,314.0
323.0,10.0,3119.0,4010.0,19.0,2.0,2011.0,KMA,Other,,,,,,,6.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,14.0,Urban,  KMA,0.0,0.0,323.0,314.0
323.0,11.0,3119.0,4010.0,19.0,2.0,2011.0,KMA,Entire household absent for extended time,,,,,,,6.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,14.0,Urban,  KMA,0.0,0.0,323.0,314.0
323.0,12.0,3119.0,4010.0,19.0,2.0,2011.0,KMA,Entire household absent for extended time,,,,,,,6.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,14.0,Urban,  KMA,0.0,0.0,323.0,314.0
323.0,13.0,3119.0,4010.0,19.0,2.0,2011.0,KMA,Completed,2.0,3.0,1.0,1.0,0.0,0.0,6.0,2.0,15.0,7.0,15.0,17.0,Piped into dwelling,,,,,Yes,Boil,,,,,,,,Flush to piped sewer system,No,,,No religion,,Negro,2.0,Ceramic tiles,Metal,Cement blocks,Liquefied Petroleum Gas (LPG),,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,Rent,No,,,,,No,,,,,,,Yes,1.0,1.0,3.0,Correct child selected,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No permission to see,,,,,,,Yes,Bar soap,,,,,Male,1.762209708737845,Secondary,14.0,Urban,  KMA,0.5614172385058797,Fourth,323.0,314.0
323.0,14.0,3119.0,4010.0,6.0,2.0,2011.0,KMA,Completed,1.0,1.0,0.0,0.0,0.0,0.0,6.0,2.0,15.0,35.0,15.0,45.0,Piped into dwelling,,,,,No,,,,,,,,,Flush to piped sewer system,No,,,No religion,,Negro,1.0,Ceramic tiles,Metal,Cement blocks,Liquefied Petroleum Gas (LPG),,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,Rent,No,,,,,No,,,,,,,Yes,,,,,,,,,,,,,,,,,,Observed,Water is available,Bar soap,,,,,,,,,,,Male,1.762209708737845,Secondary,14.0,Urban,  KMA,0.28580870791113955,Middle,323.0,314.0
323.0,15.0,3119.0,4010.0,6.0,2.0,2011.0,KMA,Completed,2.0,2.0,0.0,0.0,0.0,0.0,6.0,2.0,14.0,40.0,14.0,48.0,Piped into dwelling,,,,,Yes,,,,Use water filter,,,,,Flush to piped sewer system,No,,,Christianity,Church of God,Negro,2.0,Ceramic tiles,Metal,Bricks,Liquefied Petroleum Gas (LPG),,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Yes,No,No,No,Yes,No,Own,No,,,,,No,,,,,,,Yes,,,,,,,,,,,,,,,,,,Observed,Water is available,Bar soap,,Liquid soap,,,,,,,,,Male,1.762209708737845,Tertiary,14.0,Urban,  KMA,0.9801522618222649,Richest,323.0,314.0
323.0,16.0,3119.0,4010.0,6.0,2.0,2011.0,KMA,Entire household absent for extended time,,,,,,,6.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,14.0,Urban,  KMA,0.0,0.0,323.0,314.0
323.0,17.0,3119.0,4010.0,6.0,2.0,2011.0,KMA,Completed,1.0,1.0,0.0,0.0,0.0,0.0,6.0,2.0,15.0,15.0,15.0,27.0,Piped into dwelling,,,,,Yes,Boil,,,,,,,,Flush to piped sewer system,No,,,Christianity,Traditional Churches,Mixed,2.0,Ceramic tiles,Metal,Cement blocks,Liquefied Petroleum Gas (LPG),,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,No,Own,No,,,,,No,,,,,,,Yes,,,,,,,,,,,,,,,,,,Observed,Water is available,Bar soap,,,,,,,,,,,Female,1.762209708737845,Tertiary,14.0,Urban,  KMA,1.0205643314606272,Richest,323.0,314.0
