Cluster NumberAM{HH1}AM,Household NumberAM{HH2}AM,parishAM{HH1A}AM,constituencyAM{HH1B}AM,enumeration districtAM{HH1C}AM,dwelling numberAM{HH2A}AM,household numberAM{HH2B}AM,Interviewer numberAM{HH3}AM,Supervisor NumberAM{HH4}AM,Day of interviewAM{HH5D}AM,Month of interviewAM{HH5M}AM,Year of interviewAM{HH5Y}AM,AreaAM{HH6}AM,Result of HH interviewAM{HH9}AM,Respondent HH questionnaireAM{HH10}AM,Number of household membersAM{HH11}AM,Total eligible womenAM{HH12}AM,Women interviews completedAM{HH13}AM,Total children under 5AM{HH14}AM,Child interviews completedAM{HH15}AM,Data entry clerkAM{HH16}AM,Serial NumberAM{HHS}AM,Total number of Women 15-49AM{TOHL6}AM,Total number of Children 5-14AM{TOHL7}AM,Total number of children Under 5 yearsAM{TOHL8}AM,Total number of Very SickAM{TOHL8A}AM,Total number of mothers deadAM{TOHL9}AM,Total number of mothers very sickAM{TOHL10A}AM,Total number of father deadAM{TOHL11}AM,Total number of fathers very sickAM{TOHL12A}AM,Main source info.AM{HL13}AM,Distance to Health centreAM{HL14}AM,Main source of drinking waterAM{WS1}AM,Main source of water used for other purposes (if bottled watAM{WS2}AM,Time to get water and come backAM{WS3}AM,Person fetching waterAM{WS4}AM,How Frequently is water availableAM{WS4A}AM,Treat water to make safer for drinkingAM{WS5}AM,BoilAM{WS6A}AM,Add bleach/chlorineAM{WS6B}AM,Strain it through a clothAM{WS6C}AM,Use water filterAM{WS6D}AM,Solar disinfectionAM{WS6E}AM,Let it stand and settleAM{WS6F}AM,OtherAM{WS6X}AM,WS6ZAM{WS6Z}AM,Kind of toilet facilityAM{WS7}AM,Toilet facility sharedAM{WS8}AM,Households using this toilet facilityAM{WS9}AM,Distance to nearest Primary SchoolAM{ED9}AM,Distance to nearest Secondary SchoolAM{ED10}AM,Have any usual member of your household died  in the last 12AM{OV2}AM,Of those who died is there any one between the ages of 18 anAM{OV3}AM,"If yes ,were any seriously ill for 3 of  the 12 months beforAM{OV4}AM",Total children aged 2-14 yearsAM{CD7}AM,Rank number of child (from response box)AM{CD9}AM,Child line numberAM{CD11}AM,Took away privilegesAM{CD12A}AM,Explaned why something was wrongAM{CD12B}AM,Shook him/herAM{CD12C}AM,Shouted yelled at or screamed at him/herAM{CD12D}AM,Gave him/hersomething else to doAM{CD12E}AM,"Spanked, hit or slapped him/her with bare handAM{CD12F}AM",Hit him/her   on the bottom with or elsewhere with a beltAM{CD12G}AM,"Called him/her dumb, lazyAM{CD12H}AM",Hit or slapped him/her on the faceAM{CD12I}AM,Hit or slapped him/her on the handAM{CD12J}AM,Beat him/her up with an implementAM{CD12K}AM,Did name ever require medical attentionAM{CD12L}AM,Do you believe to bring up you nedd to punish him/herAM{CD13}AM,Household weightAM{hhweight}AM,Education of household headAM{helevel}AM,Sex of household headAM{hhsex}AM,TOTAL URBANAM{TOTURB}AM
1304019.0,14101.0,13.0,4.0,19.0,141.0,1.0,2674.0,2682.0,24.0,10.0,2005.0,Urban,Completed,1.0,1.0,0.0,0.0,0.0,0.0,1.0,5014.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TELEVISION,> 1 TO < 5 MILES,Piped into dwelling,,,,FEW HOURS WEEKLY,No,,,,,,,,,Flush to somewhere else,No,,1 MILE OR LESS,> 1 TO < 5 MILES,,,,,,,,,,,,,,,,,,,,0.993632,Primary,Male,TOTAL URBAN
1304019.0,16301.0,13.0,4.0,19.0,163.0,1.0,2901.0,2682.0,24.0,10.0,2005.0,Urban,Completed,1.0,3.0,1.0,1.0,1.0,1.0,1.0,4557.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,TELEVISION,> 1 TO < 5 MILES,Piped into dwelling,,,,FEW HOURS DAILY,Yes,Boil,Add bleach/chlorine,,,,,,,Flush to absorption pit,No,,1 MILE OR LESS,> 1 TO < 5 MILES,No,,,1.0,1.0,3.0,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,0.993632,Secondary,Male,TOTAL URBAN
1304019.0,18601.0,13.0,4.0,19.0,186.0,1.0,2674.0,2682.0,24.0,10.0,2005.0,Urban,Completed,1.0,2.0,0.0,0.0,0.0,0.0,1.0,5009.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TELEVISION,> 1 TO < 5 MILES,Piped into dwelling,,,,FEW HOURS DAILY,Yes,,Add bleach/chlorine,,,,,,,Flush to absorption pit,No,,1 MILE OR LESS,> 1 TO < 5 MILES,,,,,,,,,,,,,,,,,,,,0.993632,Primary,Female,TOTAL URBAN
1304019.0,20801.0,13.0,4.0,19.0,208.0,1.0,2901.0,2682.0,24.0,10.0,2005.0,Urban,Not at home,,,,,,,1.0,4567.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,TOTAL URBAN
1304019.0,23001.0,13.0,4.0,19.0,230.0,1.0,2901.0,2682.0,24.0,10.0,2005.0,Urban,Completed,5.0,5.0,1.0,1.0,2.0,2.0,1.0,4565.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,TELEVISION,1 MILE OR LESS,Piped into dwelling,,,,MOST TIMES,No,,,,,,,,,Flush to absorption pit,No,,> 1 TO < 5 MILES,> 1 TO < 5 MILES,No,,,2.0,1.0,3.0,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,No,No,Don't know/no opinion,0.993632,Secondary,Female,TOTAL URBAN
1304019.0,25401.0,13.0,4.0,19.0,254.0,1.0,2901.0,2682.0,25.0,10.0,2005.0,Urban,Refused,,,,,,,1.0,4563.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,TOTAL URBAN
1304027.0,301.0,13.0,4.0,27.0,3.0,1.0,2570.0,2682.0,19.0,10.0,2005.0,Urban,Completed,1.0,1.0,0.0,0.0,0.0,0.0,3.0,5070.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TELEVISION,1 MILE OR LESS,Piped into dwelling,,,,FEW HOURS WEEKLY,Yes,Boil,Add bleach/chlorine,,,,,,,Flush to septic tank,No,,1 MILE OR LESS,1 MILE OR LESS,,,,,,,,,,,,,,,,,,,,0.993632,Secondary,Female,TOTAL URBAN
1304027.0,1401.0,13.0,4.0,27.0,14.0,1.0,2570.0,2682.0,20.0,10.0,2005.0,Urban,Completed,1.0,2.0,1.0,1.0,1.0,1.0,3.0,5009.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,RADIO,1 MILE OR LESS,Piped into yard or plot,,,,NOT AT ALL,Yes,Boil,,,,,,,,Flush to septic tank,Yes,2.0,1 MILE OR LESS,1 MILE OR LESS,No,,,,,,,,,,,,,,,,,,,0.993632,Higher,Female,TOTAL URBAN
1304027.0,2401.0,13.0,4.0,27.0,24.0,1.0,2570.0,2682.0,22.0,10.0,2005.0,Urban,Completed,1.0,1.0,0.0,0.0,0.0,0.0,3.0,5060.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TELEVISION,1 MILE OR LESS,Piped into dwelling,,,,MOST TIMES,Yes,Boil,,,Use water filter,,,,,Flush to septic tank,No,,1 MILE OR LESS,1 MILE OR LESS,,,,,,,,,,,,,,,,,,,,0.993632,Higher,Female,TOTAL URBAN
1304027.0,3501.0,13.0,4.0,27.0,35.0,1.0,2570.0,2682.0,27.0,10.0,2005.0,Urban,Completed,1.0,2.0,0.0,0.0,0.0,0.0,3.0,5056.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TELEVISION,1 MILE OR LESS,Piped into dwelling,,,,NOT AT ALL,No,,,,,,,,,Flush to septic tank,No,,1 MILE OR LESS,1 MILE OR LESS,,,,,,,,,,,,,,,,,,,,0.993632,Secondary,Female,TOTAL URBAN
1304027.0,4601.0,13.0,4.0,27.0,46.0,1.0,2570.0,2682.0,27.0,10.0,2005.0,Urban,Completed,1.0,6.0,1.0,1.0,1.0,1.0,3.0,5062.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,TELEVISION,1 MILE OR LESS,Piped into dwelling,,,,ALL THE TIME,Yes,Boil,,,,,,,,Pit latrine with slab,Yes,3.0,1 MILE OR LESS,1 MILE OR LESS,No,,,3.0,1.0,3.0,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,0.993632,Secondary,Male,TOTAL URBAN
1304027.0,5701.0,13.0,4.0,27.0,57.0,1.0,2570.0,2682.0,4.0,11.0,2005.0,Urban,Completed,1.0,1.0,0.0,0.0,0.0,0.0,3.0,5090.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RADIO,1 MILE OR LESS,Piped into yard or plot,,,,NOT AT ALL,Yes,,Add bleach/chlorine,,,,,,,Pit latrine with slab,No,,1 MILE OR LESS,1 MILE OR LESS,,,,,,,,,,,,,,,,,,,,0.993632,Secondary,Male,TOTAL URBAN
1304027.0,6701.0,13.0,4.0,27.0,67.0,1.0,2570.0,2682.0,30.0,10.0,2005.0,Urban,Completed,1.0,2.0,1.0,1.0,0.0,0.0,3.0,5067.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TELEVISION,1 MILE OR LESS,Piped into yard or plot,,,,FEW HOURS WEEKLY,Yes,Boil,,,,,,,,Pit latrine with slab,Yes,2.0,1 MILE OR LESS,1 MILE OR LESS,,,,,,,,,,,,,,,,,,,,0.993632,Primary,Female,TOTAL URBAN
1304027.0,7701.0,13.0,4.0,27.0,77.0,1.0,2570.0,2682.0,31.0,10.0,2005.0,Urban,Completed,3.0,6.0,2.0,2.0,0.0,0.0,3.0,5068.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,TELEVISION,1 MILE OR LESS,Piped into dwelling,,,,NOT AT ALL,Yes,Boil,,,,,,,,Flush to septic tank,No,,1 MILE OR LESS,1 MILE OR LESS,No,,,2.0,2.0,6.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,0.993632,Secondary,Male,TOTAL URBAN
1304027.0,8901.0,13.0,4.0,27.0,89.0,1.0,2570.0,2682.0,6.0,11.0,2005.0,Urban,Completed,1.0,7.0,1.0,1.0,2.0,2.0,3.0,5085.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,TELEVISION,> 1 TO < 5 MILES,Public tap/standpipe,,30.0,Adult woman,ALL THE TIME,Yes,Boil,Add bleach/chlorine,,,,,,,Pit latrine with slab,No,,1 MILE OR LESS,1 MILE OR LESS,No,,,4.0,1.0,4.0,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,Yes,0.993632,Secondary,Female,TOTAL URBAN
1304027.0,9801.0,13.0,4.0,27.0,98.0,1.0,2570.0,2682.0,31.0,10.0,2005.0,Urban,Refused,,,,,,,3.0,5055.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,TOTAL URBAN
1304027.0,10901.0,13.0,4.0,27.0,109.0,1.0,2570.0,2682.0,31.0,10.0,2005.0,Urban,Vacant,,,,,,,3.0,5059.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,TOTAL URBAN
1304027.0,11901.0,13.0,4.0,27.0,119.0,1.0,2570.0,2682.0,31.0,10.0,2005.0,Urban,Not at home,,,,,,,3.0,5065.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,TOTAL URBAN
1304028.0,301.0,13.0,4.0,28.0,3.0,1.0,2570.0,2682.0,25.0,10.0,2005.0,Urban,Completed,3.0,3.0,1.0,1.0,0.0,0.0,3.0,5666.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TELEVISION,1 MILE OR LESS,Piped into dwelling,,,,FEW HOURS WEEKLY,Yes,,,,Use water filter,,,,,Flush to septic tank,No,,MISSING,MISSING,,,,,,,,,,,,,,,,,,,,0.993632,Secondary,Male,TOTAL URBAN
1304028.0,2001.0,13.0,4.0,28.0,20.0,1.0,2674.0,2682.0,12.0,10.0,2005.0,Urban,Completed,1.0,3.0,1.0,1.0,1.0,1.0,3.0,5002.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,TELEVISION,1 MILE OR LESS,Piped into dwelling,,,,FEW HOURS DAILY,No,,,,,,,,,Flush to absorption pit,No,,1 MILE OR LESS,1 MILE OR LESS,No,,,2.0,2.0,3.0,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No,No,No,0.993632,Higher,Female,TOTAL URBAN
1304028.0,3701.0,13.0,4.0,28.0,37.0,1.0,2570.0,2682.0,29.0,10.0,2005.0,Urban,Vacant,,,,,,,3.0,5074.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,TOTAL URBAN
1304028.0,5501.0,13.0,4.0,28.0,55.0,1.0,2570.0,2682.0,26.0,10.0,2005.0,Urban,Completed,2.0,2.0,1.0,1.0,0.0,0.0,3.0,5063.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TELEVISION,1 MILE OR LESS,Piped into dwelling,,,,MOST TIMES,Yes,,,,Use water filter,,,,,Flush to septic tank,No,,1 MILE OR LESS,1 MILE OR LESS,,,,,,,,,,,,,,,,,,,,0.993632,Missing/DK,Male,TOTAL URBAN
1304028.0,7001.0,13.0,4.0,28.0,70.0,1.0,2570.0,2682.0,12.0,10.0,2005.0,Urban,Completed,1.0,4.0,1.0,1.0,0.0,0.0,3.0,5053.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,TELEVISION,1 MILE OR LESS,Piped into dwelling,,,,ALL THE TIME,Yes,Boil,,,,,,,,Flush to septic tank,No,,1 MILE OR LESS,1 MILE OR LESS,Yes,No,,2.0,1.0,3.0,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,0.993632,Secondary,Female,TOTAL URBAN
1304028.0,8701.0,13.0,4.0,28.0,87.0,1.0,2674.0,2682.0,12.0,10.0,2005.0,Urban,Completed,1.0,2.0,0.0,0.0,0.0,0.0,3.0,5003.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TELEVISION,1 MILE OR LESS,Bottled water,Piped into dwelling,,,ALL THE TIME,No,,,,,,,,,Flush to septic tank,No,,1 MILE OR LESS,1 MILE OR LESS,,,,,,,,,,,,,,,,,,,,0.993632,Higher,Male,TOTAL URBAN
1304028.0,10401.0,13.0,4.0,28.0,104.0,1.0,2570.0,2682.0,30.0,10.0,2005.0,Urban,Completed,2.0,4.0,1.0,1.0,1.0,1.0,3.0,5061.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,RADIO,1 MILE OR LESS,Public tap/standpipe,,10.0,Adult man,ALL THE TIME,Yes,,Add bleach/chlorine,,,,,,,Pit latrine with slab,No,,1 MILE OR LESS,1 MILE OR LESS,No,,,2.0,1.0,3.0,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,Yes,0.993632,Secondary,Male,TOTAL URBAN
1304028.0,12101.0,13.0,4.0,28.0,121.0,1.0,2901.0,2682.0,12.0,10.0,2005.0,Urban,Completed,1.0,1.0,0.0,0.0,0.0,0.0,3.0,4555.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,RADIO,> 1 TO < 5 MILES,Piped into dwelling,,,,FEW HOURS DAILY,Yes,,Add bleach/chlorine,,,,,,,Flush to absorption pit,No,,> 1 TO < 5 MILES,> 1 TO < 5 MILES,,,,,,,,,,,,,,,,,,,,0.993632,Secondary,Male,TOTAL URBAN
1304028.0,13901.0,13.0,4.0,28.0,139.0,1.0,2570.0,2682.0,29.0,10.0,2005.0,Urban,Not at home,,,,,,,3.0,5073.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,TOTAL URBAN
1304028.0,15601.0,13.0,4.0,28.0,156.0,1.0,2570.0,2682.0,26.0,10.0,2005.0,Urban,Completed,2.0,2.0,0.0,0.0,0.0,0.0,3.0,5064.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TELEVISION,1 MILE OR LESS,Public tap/standpipe,,30.0,Adult woman,NOT AT ALL,Yes,,Add bleach/chlorine,,,,,,,Pit latrine with slab,No,,MISSING,MISSING,,,,,,,,,,,,,,,,,,,,0.993632,Secondary,Male,TOTAL URBAN
1304028.0,17101.0,13.0,4.0,28.0,171.0,1.0,2901.0,2682.0,12.0,10.0,2005.0,Urban,Completed,2.0,5.0,1.0,1.0,1.0,1.0,3.0,4553.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,TELEVISION,> 1 TO < 5 MILES,Public tap/standpipe,,15.0,Male child (under 15),ALL THE TIME,Yes,,Add bleach/chlorine,,,,,Other,,Pit latrine with slab,No,,1 MILE OR LESS,1 MILE OR LESS,No,,,3.0,2.0,4.0,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,0.993632,Secondary,Male,TOTAL URBAN
1304028.0,18801.0,13.0,4.0,28.0,188.0,1.0,2570.0,2682.0,26.0,10.0,2005.0,Urban,Completed,1.0,1.0,0.0,0.0,0.0,0.0,3.0,5072.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TELEVISION,1 MILE OR LESS,Public tap/standpipe,,10.0,Adult man,ALL THE TIME,No,,,,,,,,,Pit latrine with slab,No,,MISSING,MISSING,,,,,,,,,,,,,,,,,,,,0.993632,Secondary,Male,TOTAL URBAN
1304040.0,301.0,13.0,4.0,40.0,3.0,1.0,2901.0,2682.0,25.0,11.0,2005.0,Urban,Refused,,,,,,,1.0,4782.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,TOTAL URBAN
1304040.0,1201.0,13.0,4.0,40.0,12.0,1.0,2901.0,2682.0,25.0,11.0,2005.0,Urban,Refused,,,,,,,1.0,4700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,TOTAL URBAN
1304040.0,2101.0,13.0,4.0,40.0,21.0,1.0,2901.0,2682.0,28.0,11.0,2005.0,Urban,Completed,2.0,3.0,1.0,1.0,0.0,0.0,1.0,4583.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,TELEVISION,> 1 TO < 5 MILES,Piped into dwelling,,,,MOST TIMES,No,,,,,,,,,Flush to piped sewer system,No,,> 1 TO < 5 MILES,> 1 TO < 5 MILES,No,,,1.0,1.0,3.0,Yes,Yes,No,No,Missing,No,No,No,No,No,No,No,No,0.993632,Secondary,Male,TOTAL URBAN
1304040.0,3101.0,13.0,4.0,40.0,31.0,1.0,2674.0,2682.0,25.0,11.0,2005.0,Urban,Completed,2.0,2.0,1.0,1.0,0.0,0.0,1.0,4773.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TELEVISION,> 1 TO < 5 MILES,Piped into dwelling,,,,ALL THE TIME,No,,,,,,,,,Flush to piped sewer system,No,,1 MILE OR LESS,> 1 TO < 5 MILES,,,,,,,,,,,,,,,,,,,,0.993632,Higher,Male,TOTAL URBAN
1304040.0,4201.0,13.0,4.0,40.0,42.0,1.0,2861.0,2682.0,25.0,11.0,2005.0,Urban,Completed,2.0,2.0,1.0,1.0,0.0,0.0,1.0,4784.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TELEVISION,> 1 TO < 5 MILES,Piped into dwelling,,,,ALL THE TIME,No,,,,,,,,,Flush to piped sewer system,No,,> 1 TO < 5 MILES,> 1 TO < 5 MILES,,,,,,,,,,,,,,,,,,,,0.993632,Secondary,Male,TOTAL URBAN
1304040.0,5001.0,13.0,4.0,40.0,50.0,1.0,2901.0,2682.0,26.0,11.0,2005.0,Urban,Completed,2.0,4.0,1.0,1.0,1.0,1.0,1.0,4594.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,TELEVISION,> 1 TO < 5 MILES,Piped into dwelling,,,,FEW HOURS WEEKLY,Yes,Boil,,,,,,,,Flush to piped sewer system,No,,1 MILE OR LESS,> 1 TO < 5 MILES,No,,,2.0,2.0,4.0,No,Yes,No,Yes,No,Yes,Yes,No,No,Yes,No,No,No,0.993632,Higher,Male,TOTAL URBAN
1304040.0,6001.0,13.0,4.0,40.0,60.0,1.0,2901.0,2682.0,25.0,11.0,2005.0,Urban,Completed,2.0,4.0,1.0,1.0,0.0,0.0,1.0,4781.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,TELEVISION,> 1 TO < 5 MILES,Piped into dwelling,,,,ALL THE TIME,No,,,,,,,,,Flush to piped sewer system,No,,> 1 TO < 5 MILES,> 1 TO < 5 MILES,No,,,2.0,1.0,3.0,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,0.993632,Secondary,Male,TOTAL URBAN
1304040.0,7201.0,13.0,4.0,40.0,72.0,1.0,2674.0,2682.0,26.0,11.0,2005.0,Urban,Completed,1.0,2.0,1.0,1.0,0.0,0.0,1.0,5050.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TELEVISION,> 1 TO < 5 MILES,Piped into dwelling,,,,MOST TIMES,Yes,Boil,,,,,,,,Flush to piped sewer system,No,,1 MILE OR LESS,> 1 TO < 5 MILES,No,,,,,,,,,,,,,,,,,,,0.993632,Secondary,Female,TOTAL URBAN
1304040.0,8001.0,13.0,4.0,40.0,80.0,1.0,2958.0,2682.0,25.0,11.0,2005.0,Urban,Not at home,,,,,,,1.0,4768.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,TOTAL URBAN
1304040.0,9301.0,13.0,4.0,40.0,93.0,1.0,2958.0,2682.0,25.0,11.0,2005.0,Urban,Vacant,,,,,,,1.0,4764.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,TOTAL URBAN
1304040.0,10201.0,13.0,4.0,40.0,102.0,1.0,2674.0,2682.0,25.0,11.0,2005.0,Urban,Completed,1.0,5.0,1.0,1.0,2.0,2.0,1.0,4774.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,TELEVISION,1 MILE OR LESS,Piped into dwelling,,,,ALL THE TIME,Yes,Boil,,,,,,,,Flush to piped sewer system,No,,1 MILE OR LESS,1 MILE OR LESS,No,,,2.0,2.0,3.0,No,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,0.993632,Secondary,Female,TOTAL URBAN
1304040.0,11001.0,13.0,4.0,40.0,110.0,1.0,2674.0,2682.0,25.0,11.0,2005.0,Urban,Completed,1.0,3.0,1.0,1.0,1.0,1.0,1.0,4772.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,TELEVISION,> 1 TO < 5 MILES,Piped into dwelling,,,,FEW HOURS WEEKLY,No,,,,,,,,,Flush to piped sewer system,No,,> 1 TO < 5 MILES,1 MILE OR LESS,No,,,1.0,1.0,3.0,No,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,No,Yes,0.993632,Secondary,Female,TOTAL URBAN
1304056.0,301.0,13.0,4.0,56.0,3.0,1.0,2570.0,2682.0,12.0,10.0,2005.0,Urban,Completed,1.0,3.0,0.0,0.0,0.0,0.0,7.0,5052.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,RADIO,1 MILE OR LESS,Piped into dwelling,,,,ALL THE TIME,Yes,,,,Use water filter,,,,,Flush to septic tank,No,,1 MILE OR LESS,1 MILE OR LESS,No,,,1.0,1.0,3.0,No,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,No,No,0.993632,Secondary,Female,TOTAL URBAN
1304056.0,1401.0,13.0,4.0,56.0,14.0,1.0,2901.0,2682.0,29.0,10.0,2005.0,Urban,Completed,1.0,4.0,1.0,1.0,0.0,0.0,7.0,4568.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,RADIO,1 MILE OR LESS,Piped into dwelling,,,,ALL THE TIME,Yes,Boil,,,,,,,,Pit latrine with slab,No,,1 MILE OR LESS,1 MILE OR LESS,No,,,1.0,1.0,4.0,No,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,0.993632,Secondary,Female,TOTAL URBAN
1304056.0,2601.0,13.0,4.0,56.0,26.0,1.0,2901.0,2682.0,29.0,10.0,2005.0,Urban,Completed,1.0,4.0,1.0,1.0,1.0,1.0,7.0,4551.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,TELEVISION,1 MILE OR LESS,Piped into dwelling,,,,FEW HOURS DAILY,Yes,,Add bleach/chlorine,,,,,,,Flush to absorption pit,No,,1 MILE OR LESS,1 MILE OR LESS,No,,,,,,,,,,,,,,,,,,,0.993632,Secondary,Male,TOTAL URBAN
1304056.0,3501.0,13.0,4.0,56.0,35.0,1.0,2901.0,2682.0,31.0,10.0,2005.0,Urban,Completed,1.0,1.0,0.0,0.0,0.0,0.0,7.0,4569.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RADIO,1 MILE OR LESS,Piped into dwelling,,,,ALL THE TIME,No,,,,,,,,,Flush to septic tank,No,,1 MILE OR LESS,1 MILE OR LESS,,,,,,,,,,,,,,,,,,,,0.993632,Primary,Male,TOTAL URBAN
1304056.0,3502.0,13.0,4.0,56.0,35.0,2.0,2901.0,2682.0,31.0,10.0,2005.0,Urban,Completed,2.0,3.0,1.0,1.0,0.0,0.0,7.0,4570.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,TELEVISION,1 MILE OR LESS,Piped into dwelling,,,,ALL THE TIME,Yes,Boil,Add bleach/chlorine,,,,,,,Flush to septic tank,No,,1 MILE OR LESS,1 MILE OR LESS,No,,,1.0,1.0,3.0,No,No,No,No,No,No,No,No,No,No,No,No,No,0.993632,Secondary,Male,TOTAL URBAN
1304056.0,4601.0,13.0,4.0,56.0,46.0,1.0,2901.0,2682.0,31.0,10.0,2005.0,Urban,Completed,2.0,2.0,0.0,0.0,0.0,0.0,7.0,4573.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEWSPAPER,1 MILE OR LESS,Bottled water,Piped into dwelling,,,ALL THE TIME,No,,,,,,,,,Flush to septic tank,No,,1 MILE OR LESS,1 MILE OR LESS,,,,,,,,,,,,,,,,,,,,0.993632,Higher,Male,TOTAL URBAN
1304056.0,5901.0,13.0,4.0,56.0,59.0,1.0,2901.0,2682.0,29.0,10.0,2005.0,Urban,Refused,,,,,,,7.0,4995.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,TOTAL URBAN
1304056.0,7001.0,13.0,4.0,56.0,70.0,1.0,2570.0,2682.0,12.0,10.0,2005.0,Urban,Completed,1.0,1.0,0.0,0.0,0.0,0.0,7.0,5051.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TELEVISION,1 MILE OR LESS,Bottled water,Piped into dwelling,,,ALL THE TIME,No,,,,,,,,,Flush to septic tank,No,,1 MILE OR LESS,1 MILE OR LESS,,,,,,,,,,,,,,,,,,,,0.993632,Higher,Male,TOTAL URBAN
1304056.0,7801.0,13.0,4.0,56.0,78.0,1.0,2901.0,2682.0,31.0,10.0,2005.0,Urban,Completed,1.0,2.0,0.0,0.0,0.0,0.0,7.0,4572.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TELEVISION,1 MILE OR LESS,Piped into dwelling,,,,ALL THE TIME,No,,,,,,,,,Flush to septic tank,No,,1 MILE OR LESS,1 MILE OR LESS,,,,,,,,,,,,,,,,,,,,0.993632,Primary,Female,TOTAL URBAN
